generation,version_id,parent_id,conversation_id,persona_type,weighted_total,resolution_rate,agent1_goal_pass_rate,agent1_quality_pass_rate,agent1_compliance,agent2_goal_pass_rate,agent2_quality_pass_rate,agent2_compliance,agent3_goal_pass_rate,agent3_quality_pass_rate,agent3_compliance,handoff_1_pass_rate,handoff_2_pass_rate,system_pass_rate,promoted
4,v4_0_9cbd,v2_3_bcc4,conv-06f99b37,cooperative,7.07,0.0,0.62,0.14,True,0.67,0.57,True,0.88,0.71,True,4.38,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-a64eb4a1,combative,6.69,0.0,0.50,0.29,True,0.56,0.43,True,0.88,0.57,True,5.50,5.50,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-67c75d3e,evasive,7.08,0.0,0.50,0.29,True,0.89,0.71,True,0.88,0.43,True,4.38,6.62,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-41f8f7f5,confused,6.89,1.0,0.50,0.43,True,0.33,0.71,True,0.75,0.43,True,7.75,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-0c1fd6ac,distressed,8.16,1.0,0.88,0.43,True,0.78,0.86,True,0.88,0.71,True,8.88,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-bc13cb97,cooperative,8.17,1.0,1.00,0.86,True,0.78,0.86,True,0.75,0.57,True,6.62,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-721ff2c5,combative,4.16,0.0,0.62,0.29,False,0.56,0.43,True,0.62,0.43,True,4.38,5.50,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-4946eb17,evasive,6.84,0.0,0.50,0.43,True,0.78,0.71,True,0.62,0.57,True,5.50,4.38,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-e09054eb,cooperative,6.04,1.0,1.00,0.14,True,0.78,0.71,True,0.00,0.00,True,6.62,1.00,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-9dca67d6,combative,6.57,0.0,0.50,0.43,True,0.56,0.14,True,0.75,0.29,True,5.50,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-321f535f,evasive,7.25,0.0,0.62,0.43,True,0.67,0.71,True,0.88,0.57,True,5.50,6.62,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-46e6defb,confused,5.5,1.0,0.50,0.43,True,0.67,0.71,True,0.00,0.00,True,4.38,1.00,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-fee76828,distressed,7.78,1.0,0.62,0.14,True,0.89,0.86,True,0.88,0.57,True,8.88,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-038b5944,cooperative,6.61,1.0,1.00,0.71,True,0.89,0.71,True,0.00,0.00,True,6.62,1.00,4.86,False
4,v4_0_9cbd,v2_3_bcc4,conv-e32e8e78,combative,6.66,0.0,0.62,0.29,True,0.56,0.57,True,0.62,0.43,True,5.50,6.62,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-ab9c798c,evasive,7.14,0.0,0.50,0.43,True,0.78,0.71,True,1.00,0.57,True,3.25,4.38,4.86,False
4,v4_0_9cbd,v2_3_bcc4,conv-11686098,confused,7.27,1.0,0.50,0.57,True,0.44,0.71,True,0.88,0.57,True,7.75,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-22ea0ac6,distressed,8.03,1.0,0.88,0.86,True,0.44,0.71,True,0.88,0.71,True,8.88,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-8d85fdff,cooperative,5.47,1.0,0.50,0.43,True,0.78,0.57,True,0.00,0.00,True,5.50,1.00,2.29,False
4,v4_0_9cbd,v2_3_bcc4,conv-23ece5c8,combative,5.19,0.0,0.50,0.29,True,0.67,0.43,True,0.00,0.00,True,5.50,1.00,2.29,False
4,v4_0_9cbd,v2_3_bcc4,conv-37721f9e,evasive,7.5,0.0,0.62,0.43,True,0.89,0.71,True,0.75,0.57,True,6.62,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-6a6fd715,confused,6.82,1.0,0.50,0.43,True,0.67,0.71,True,0.62,0.43,True,4.38,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-321ca77c,distressed,7.56,1.0,0.88,0.57,True,0.44,0.71,True,0.62,0.86,True,7.75,7.75,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-4dfb125f,cooperative,8.04,1.0,1.00,0.29,True,0.89,0.71,True,0.88,0.71,True,7.75,7.75,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-2070ebb3,combative,6.41,0.0,0.50,0.43,True,0.56,0.57,True,0.75,0.14,True,4.38,5.50,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-14172d39,cooperative,6.4,1.0,0.88,0.71,True,0.78,0.71,True,0.00,0.00,True,6.62,1.00,4.86,False
4,v4_2_1b85,v2_3_bcc4,conv-533efee7,combative,6.42,1.0,0.50,0.14,True,0.44,0.43,True,0.88,0.43,True,4.38,6.62,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-25a42aa7,evasive,7.1,0.0,0.62,0.43,True,0.67,0.57,True,1.00,0.57,True,4.38,5.50,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-1ce444de,confused,6.99,1.0,0.50,0.71,True,0.67,0.57,True,0.62,0.57,True,5.50,6.62,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-752957e1,distressed,8.25,1.0,0.88,0.71,True,0.78,0.71,True,0.88,0.86,True,7.75,8.88,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-c4ea6f87,cooperative,5.64,0.0,0.88,0.57,True,0.67,0.71,False,0.88,0.43,False,8.88,8.88,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-7d0c2d2a,combative,6.68,0.0,0.62,0.29,True,0.67,0.71,True,0.62,0.14,True,4.38,7.75,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-16b275c9,evasive,7.62,0.0,0.62,0.43,True,0.89,0.86,True,0.88,0.57,True,6.62,6.62,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-8a585424,cooperative,8.32,1.0,1.00,0.86,True,0.89,0.71,True,1.00,0.71,True,5.50,7.75,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-10ba2d2d,combative,6.51,0.0,0.50,0.14,True,0.44,0.71,True,0.88,0.57,True,3.25,5.50,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-4b4b44de,evasive,7.35,0.0,0.62,0.43,True,0.78,0.71,True,0.88,0.57,True,6.62,5.50,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-848478cd,confused,6.82,1.0,0.62,0.43,True,0.33,0.71,True,0.88,0.71,True,5.50,5.50,2.29,False
4,v4_2_1b85,v2_3_bcc4,conv-5a6e4956,distressed,7.9,1.0,0.75,0.43,True,0.78,0.86,True,0.75,0.71,True,7.75,7.75,4.86,False
4,v4_2_1b85,v2_3_bcc4,conv-e8994549,cooperative,6.59,1.0,0.88,0.57,True,0.89,0.86,True,0.00,0.00,True,7.75,1.00,4.86,False
4,v4_2_1b85,v2_3_bcc4,conv-336c69b7,combative,4.2,0.0,0.50,0.29,True,0.67,0.43,False,0.88,0.43,True,3.25,4.38,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-b8252de5,evasive,7.16,0.0,0.62,0.43,True,0.89,0.71,True,0.75,0.57,True,4.38,5.50,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-1a40254c,confused,6.94,1.0,0.62,0.57,True,0.67,0.57,True,0.62,0.71,True,3.25,6.62,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-31d766f3,distressed,8.16,1.0,0.88,0.57,True,0.78,0.71,True,0.88,0.86,True,8.88,7.75,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-be7cbd81,cooperative,6.61,1.0,1.00,0.71,True,0.89,0.71,True,0.00,0.00,True,6.62,1.00,4.86,False
4,v4_2_1b85,v2_3_bcc4,conv-c4e6bbfb,combative,3.9,0.0,0.62,0.14,False,0.56,0.43,True,0.62,0.29,True,3.25,5.50,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-37253488,evasive,4.67,0.0,0.50,0.43,True,0.78,0.71,True,1.00,0.43,False,3.25,4.38,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-3e33fc39,confused,7.03,0.0,0.50,0.29,True,0.56,0.71,True,0.88,0.57,True,5.50,7.75,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-cb178764,distressed,8.05,1.0,0.75,0.43,True,0.78,0.86,True,0.88,0.86,True,7.75,8.88,3.57,False
5,v5_3_0847,v4_1_1717,conv-1445a44b,cooperative,3.9,1.0,0.88,0.57,True,0.78,0.57,False,0.00,0.00,True,5.50,1.00,4.86,False
5,v5_3_0847,v4_1_1717,conv-a1737bbc,combative,5.93,0.0,0.62,0.14,True,0.56,0.57,True,0.38,0.14,True,3.25,5.50,3.57,False
5,v5_1_475c,v4_0_9cbd,conv-e4219787,cooperative,8.29,1.0,0.88,0.57,True,0.89,1.00,True,1.00,0.71,True,6.62,7.75,3.57,False
5,v5_1_475c,v4_0_9cbd,conv-2d0dcd28,combative,5.65,0.0,0.50,0.14,True,0.00,0.43,True,0.75,0.43,True,4.38,3.25,3.57,False
5,v5_1_475c,v4_0_9cbd,conv-424305a4,cooperative,4.99,1.0,0.62,0.43,True,0.22,0.57,True,0.00,0.00,True,4.38,1.00,2.29,False
5,v5_1_475c,v4_0_9cbd,conv-cd12e54f,combative,2.94,0.0,0.50,0.14,True,0.00,0.43,True,0.38,0.14,False,4.38,5.50,2.29,False
5,v5_1_475c,v4_0_9cbd,conv-2c3d1f4f,evasive,6.6,1.0,0.62,0.43,True,0.22,0.57,True,0.75,0.57,True,5.50,7.75,2.29,False
5,v5_1_475c,v4_0_9cbd,conv-fc8aec83,confused,5.75,1.0,0.62,0.43,True,0.00,0.29,True,0.50,0.71,True,4.38,4.38,2.29,False
5,v5_1_475c,v4_0_9cbd,conv-016cb8fe,distressed,7.92,1.0,0.75,0.71,True,0.44,0.71,True,0.88,0.71,True,8.88,10.00,3.57,False
5,v5_1_475c,v4_0_9cbd,conv-742313cc,cooperative,7.75,1.0,0.88,0.43,True,0.89,0.71,True,0.88,0.57,True,6.62,6.62,3.57,False
5,v5_1_475c,v4_0_9cbd,conv-b3b8d37b,combative,3.62,0.0,0.50,0.43,False,0.00,0.57,True,0.75,0.43,True,4.38,4.38,2.29,False
5,v5_1_475c,v4_0_9cbd,conv-4ed92578,evasive,4.69,1.0,0.50,0.29,True,0.11,0.43,True,0.00,0.00,True,5.50,1.00,2.29,False
5,v5_2_d583,v3_0_7208,conv-af39c90b,cooperative,7.72,1.0,0.75,0.43,True,0.56,0.43,True,0.88,0.86,True,7.75,8.88,4.86,False
5,v5_2_d583,v3_0_7208,conv-4398bfec,combative,6.62,0.0,0.62,0.29,True,0.67,0.29,True,0.75,0.43,True,4.38,6.62,3.57,False
5,v5_2_d583,v3_0_7208,conv-4e266867,cooperative,7.89,1.0,0.88,0.71,True,0.67,0.57,True,0.88,0.71,True,7.75,7.75,3.57,False
5,v5_2_d583,v3_0_7208,conv-6e76ff59,combative,6.1,0.0,0.50,0.14,True,0.56,0.29,True,0.50,0.43,True,5.50,5.50,3.57,False
5,v5_2_d583,v3_0_7208,conv-bb568128,evasive,7.2,0.0,0.62,0.43,True,0.67,0.71,True,0.88,0.43,True,5.50,5.50,4.86,False
5,v5_2_d583,v3_0_7208,conv-690d7ee8,confused,7.19,1.0,0.38,0.57,True,0.67,0.71,True,0.88,0.57,True,5.50,7.75,3.57,False
5,v5_2_d583,v3_0_7208,conv-389d2041,distressed,8.27,1.0,0.75,0.57,True,0.78,0.86,True,0.88,0.71,True,8.88,8.88,4.86,False
5,v5_2_d583,v3_0_7208,conv-b5b2464d,cooperative,7.07,1.0,0.75,0.43,True,0.67,0.43,True,0.75,0.14,True,6.62,8.88,3.57,False
5,v5_2_d583,v3_0_7208,conv-631d055f,combative,6.75,0.0,0.50,0.43,True,0.56,0.57,True,0.75,0.71,True,4.38,5.50,3.57,False
5,v5_2_d583,v3_0_7208,conv-a9efedd8,evasive,6.95,0.0,0.50,0.43,True,0.78,0.57,True,0.75,0.57,True,5.50,5.50,3.57,False
5,v5_2_d583,v3_0_7208,conv-7760a797,cooperative,4.07,1.0,0.88,0.43,True,0.78,0.71,False,0.00,0.00,True,7.75,1.00,4.86,False
5,v5_2_d583,v3_0_7208,conv-a47ec437,combative,4.09,0.0,0.50,0.43,True,0.00,0.00,True,0.00,0.00,True,1.00,1.00,2.29,False
5,v5_2_d583,v3_0_7208,conv-2e748b6f,evasive,7.41,1.0,0.62,0.43,True,0.67,0.71,True,0.88,0.57,True,6.62,7.75,3.57,False
5,v5_2_d583,v3_0_7208,conv-996d7fd2,confused,5.0,1.0,0.62,0.43,True,0.67,0.71,True,0.88,0.57,False,5.50,6.62,3.57,False
5,v5_2_d583,v3_0_7208,conv-38e8f7d6,distressed,7.71,1.0,0.62,0.71,True,0.33,0.86,True,0.88,0.71,True,8.88,8.88,3.57,False
5,v5_2_d583,v3_0_7208,conv-15d4ec30,cooperative,8.28,1.0,0.88,0.57,True,0.89,0.86,True,0.75,0.71,True,7.75,8.88,4.86,False
5,v5_2_d583,v3_0_7208,conv-946fa2b0,combative,3.79,0.0,0.50,0.29,False,0.56,0.43,True,0.25,0.29,True,5.50,6.62,3.57,False
5,v5_2_d583,v3_0_7208,conv-f54722a9,evasive,7.43,1.0,0.62,0.43,True,0.78,0.71,True,0.88,0.43,True,6.62,7.75,3.57,False
5,v5_2_d583,v3_0_7208,conv-ab877d13,confused,7.2,1.0,0.62,0.29,True,0.56,0.71,True,0.75,0.57,True,6.62,8.88,3.57,False
5,v5_2_d583,v3_0_7208,conv-87b49e5b,distressed,7.47,1.0,0.75,0.43,True,0.44,0.71,True,0.75,0.71,True,8.88,7.75,3.57,False
5,v5_2_d583,v3_0_7208,conv-4b9a5536,cooperative,7.88,1.0,0.88,0.43,True,0.56,0.57,True,0.88,0.86,True,7.75,10.00,3.57,False
5,v5_2_d583,v3_0_7208,conv-93a95c2c,combative,6.51,0.0,0.50,0.43,True,0.67,0.43,True,0.75,0.29,True,4.38,5.50,3.57,False
5,v5_2_d583,v3_0_7208,conv-66ebee79,evasive,4.54,0.0,0.50,0.43,True,0.67,0.57,True,0.88,0.57,False,3.25,5.50,3.57,False
5,v5_2_d583,v3_0_7208,conv-2886045f,confused,6.74,0.0,0.50,0.71,True,0.67,0.57,True,0.62,0.14,True,6.62,5.50,3.57,False
5,v5_2_d583,v3_0_7208,conv-4bf0b6df,distressed,7.65,1.0,0.88,0.43,True,0.33,0.71,True,0.75,0.86,True,8.88,8.88,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-52330025,cooperative,7.92,1.0,0.88,0.57,True,0.89,0.71,True,0.88,0.57,True,6.62,7.75,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-32b07a7e,combative,6.49,0.0,0.38,0.14,True,0.56,0.71,True,0.88,0.43,True,3.25,6.62,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-60a199ac,cooperative,8.14,1.0,1.00,0.57,True,0.89,0.86,True,0.75,0.71,True,5.50,7.75,4.86,False
5,v5_0_bc9f,v2_3_bcc4,conv-d80c1c70,combative,6.31,0.0,0.50,0.14,True,0.67,0.43,True,0.62,0.29,True,4.38,6.62,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-c9730b0d,evasive,7.6,0.0,0.62,0.43,True,0.78,0.71,True,0.88,0.57,True,7.75,7.75,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-8b72eb60,confused,4.85,1.0,0.50,0.29,True,0.67,0.71,True,0.75,0.57,False,7.75,6.62,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-d6f947da,distressed,8.17,1.0,0.88,0.86,True,0.78,0.86,True,0.88,0.71,True,6.62,7.75,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-895e8ebd,cooperative,8.65,1.0,1.00,0.71,True,1.00,1.00,True,0.88,0.86,True,7.75,7.75,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-dc1ec66b,combative,6.51,0.0,0.50,0.29,True,0.44,0.43,True,0.88,0.57,True,4.38,5.50,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-2757106b,evasive,7.16,0.0,0.62,0.43,True,0.67,0.71,True,0.88,0.57,True,5.50,5.50,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-ae43f370,cooperative,7.69,1.0,0.88,0.00,True,0.89,0.57,True,1.00,0.57,True,6.62,8.88,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-4a6a51c5,combative,6.48,0.0,0.62,0.43,True,0.44,0.71,True,0.62,0.29,True,4.38,5.50,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-bc1e23aa,evasive,7.42,0.0,0.50,0.43,True,0.89,0.71,True,0.88,0.57,True,5.50,7.75,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-2887800c,confused,6.91,1.0,0.50,0.57,True,0.67,0.71,True,0.62,0.57,True,5.50,5.50,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-94be91d7,distressed,8.04,1.0,0.75,0.57,True,0.67,0.71,True,0.88,0.71,True,8.88,10.00,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-0b02650b,cooperative,6.4,1.0,1.00,0.71,True,0.89,0.57,True,0.00,0.00,True,6.62,1.00,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-57b43082,combative,6.24,0.0,0.50,0.14,True,0.56,0.43,True,0.75,0.43,True,4.38,4.38,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-32417c3e,evasive,7.34,0.0,0.62,0.43,True,0.78,0.71,True,0.88,0.43,True,6.62,6.62,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-62164c6e,confused,6.76,1.0,0.62,0.43,True,0.44,0.57,True,0.75,0.57,True,5.50,5.50,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-d06fbc73,distressed,8.34,1.0,0.88,0.71,True,0.78,0.86,True,0.88,0.86,True,7.75,8.88,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-4cc0e113,cooperative,6.39,1.0,0.88,0.71,True,1.00,0.71,True,0.00,0.00,True,5.50,1.00,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-d9481df0,combative,6.69,0.0,0.62,0.43,True,0.56,0.29,True,0.75,0.57,True,4.38,6.62,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-9cae2aea,evasive,7.41,0.0,0.50,0.29,True,0.67,0.71,True,1.00,0.71,True,6.62,7.75,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-cf0383b7,confused,6.68,1.0,0.62,0.29,True,0.44,0.57,True,0.75,0.57,True,4.38,6.62,3.57,False
5,v5_0_bc9f,v2_3_bcc4,conv-e5d2bc63,distressed,7.55,1.0,0.75,0.43,True,0.44,0.71,True,0.75,0.86,True,7.75,8.88,3.57,False
6,v6_3_823b,v5_1_475c,conv-c77c65a7,cooperative,8.05,1.0,1.00,0.57,True,0.78,0.71,True,1.00,0.57,True,6.62,7.75,3.57,False
6,v6_3_823b,v5_1_475c,conv-b0f60243,combative,3.8,0.0,0.38,0.43,True,0.00,0.29,True,0.75,0.71,False,5.50,5.50,3.57,False
6,v6_1_221d,v1_3_beba,conv-5728e93d,cooperative,8.02,1.0,0.88,0.14,True,1.00,0.86,True,0.88,0.71,True,7.75,7.75,3.57,False
6,v6_1_221d,v1_3_beba,conv-68260f47,combative,4.32,0.0,0.50,0.29,False,0.67,0.57,True,0.62,0.43,True,5.50,5.50,3.57,False
6,v6_0_8046,v1_3_beba,conv-78c99af8,cooperative,7.75,1.0,1.00,0.29,True,0.89,0.71,True,0.75,0.57,True,6.62,7.75,3.57,False
6,v6_0_8046,v1_3_beba,conv-ca651b99,combative,6.99,1.0,0.62,0.29,True,0.67,0.71,True,0.88,0.71,True,3.25,5.50,3.57,False
6,v6_0_8046,v1_3_beba,conv-c596aafc,cooperative,8.04,1.0,1.00,0.14,True,0.89,0.86,True,0.88,0.86,True,6.62,7.75,3.57,False
6,v6_0_8046,v1_3_beba,conv-acccfd79,combative,5.94,1.0,0.50,0.43,True,0.44,0.43,True,0.62,0.14,True,3.25,4.38,3.57,False
6,v6_0_8046,v1_3_beba,conv-4b5bc31e,evasive,7.32,0.0,0.50,0.43,True,0.78,0.71,True,0.88,0.71,True,6.62,5.50,3.57,False
6,v6_0_8046,v1_3_beba,conv-b8f3c143,confused,6.74,1.0,0.50,0.57,True,0.44,0.57,True,0.75,0.57,True,4.38,6.62,3.57,False
6,v6_0_8046,v1_3_beba,conv-cb25f6ef,distressed,7.88,1.0,0.88,0.43,True,0.78,0.71,True,0.75,0.71,True,8.88,7.75,3.57,False
6,v6_0_8046,v1_3_beba,conv-bfddcce5,cooperative,8.12,1.0,1.00,0.57,True,0.89,0.86,True,0.88,0.71,True,5.50,7.75,3.57,False
6,v6_0_8046,v1_3_beba,conv-0b48d98e,combative,5.15,0.0,0.50,0.14,True,0.67,0.43,True,0.00,0.00,True,4.38,1.00,3.57,False
6,v6_0_8046,v1_3_beba,conv-dcac8581,evasive,7.16,0.0,0.50,0.29,True,0.89,0.71,True,0.88,0.43,True,6.62,5.50,3.57,False
6,v6_0_8046,v1_3_beba,conv-13cce51f,cooperative,7.87,1.0,0.75,0.71,True,0.89,0.71,True,0.75,0.71,True,7.75,6.62,3.57,False
6,v6_0_8046,v1_3_beba,conv-53675cc6,combative,4.85,1.0,0.62,0.14,True,0.44,0.14,True,0.00,0.00,True,5.50,1.00,2.29,False
6,v6_0_8046,v1_3_beba,conv-7cfbcfd8,evasive,6.96,0.0,0.62,0.43,True,0.67,0.43,True,0.75,0.57,True,6.62,5.50,3.57,False
6,v6_0_8046,v1_3_beba,conv-eb4b1bf6,confused,7.57,1.0,0.50,0.57,True,0.78,0.71,True,0.88,0.71,True,6.62,7.75,3.57,False
6,v6_0_8046,v1_3_beba,conv-8b8c3ba3,distressed,7.65,1.0,0.88,0.71,True,0.33,0.71,True,0.75,0.71,True,7.75,8.88,3.57,False
6,v6_0_8046,v1_3_beba,conv-cd28c069,cooperative,8.44,1.0,0.88,0.86,True,0.89,0.71,True,0.88,0.86,True,6.62,10.00,3.57,False
6,v6_0_8046,v1_3_beba,conv-c5f547f0,combative,4.48,0.0,0.50,0.43,False,0.56,0.71,True,0.88,0.43,True,5.50,5.50,2.29,False
6,v6_0_8046,v1_3_beba,conv-7defd888,evasive,7.25,0.0,0.50,0.43,True,0.89,0.71,True,0.88,0.57,True,5.50,5.50,3.57,False
6,v6_0_8046,v1_3_beba,conv-c59a7b28,confused,6.79,1.0,0.50,0.29,True,0.67,0.71,True,0.88,0.57,True,3.25,5.50,3.57,False
6,v6_0_8046,v1_3_beba,conv-a877055b,distressed,7.88,1.0,0.88,0.71,True,0.56,0.86,True,0.88,0.86,True,6.62,6.62,3.57,False
6,v6_0_8046,v1_3_beba,conv-0a8cd69b,cooperative,7.66,0.0,0.62,0.43,True,1.00,0.57,True,1.00,0.57,True,5.50,7.75,3.57,False
6,v6_0_8046,v1_3_beba,conv-f3fe5940,combative,6.55,0.0,0.62,0.29,True,0.56,0.71,True,0.50,0.43,True,5.50,5.50,3.57,False
6,v6_0_8046,v1_3_beba,conv-95abc8e2,evasive,6.93,0.0,0.50,0.29,True,0.67,0.71,True,0.75,0.43,True,7.75,5.50,3.57,False
6,v6_0_8046,v1_3_beba,conv-df1a428f,confused,6.97,0.0,0.62,0.57,True,0.67,0.71,True,0.75,0.57,True,3.25,5.50,3.57,False
6,v6_0_8046,v1_3_beba,conv-3d658cb6,distressed,7.67,1.0,0.75,0.43,True,0.44,0.71,True,0.88,0.71,True,8.88,8.88,3.57,False
6,v6_2_8427,v1_3_beba,conv-0aae6625,cooperative,8.46,1.0,1.00,0.86,True,0.89,0.71,True,0.88,0.71,True,8.88,7.75,3.57,False
6,v6_2_8427,v1_3_beba,conv-e473dc1e,combative,6.28,0.0,0.50,0.29,True,0.44,0.71,True,0.62,0.43,True,3.25,5.50,3.57,False
6,v6_2_8427,v1_3_beba,conv-abc84920,cooperative,7.7,1.0,0.75,0.43,True,0.56,0.71,True,0.75,0.57,True,8.88,8.88,4.86,False
6,v6_2_8427,v1_3_beba,conv-626ba256,combative,6.38,0.0,0.62,0.14,True,0.56,0.14,True,0.88,0.29,True,5.50,5.50,3.57,False
6,v6_2_8427,v1_3_beba,conv-96ab51bf,evasive,7.12,0.0,0.62,0.43,True,0.78,0.57,True,1.00,0.43,True,5.50,4.38,3.57,False
6,v6_2_8427,v1_3_beba,conv-74929ec0,confused,6.35,0.0,0.50,0.29,True,0.56,0.57,True,0.50,0.43,True,4.38,6.62,3.57,False
